units_used,peak_hours_usage,appliance_count,lighting_type,avg_lighting_hours,tariff_type,season,previous_bill,efficiency_score,predicted_bill
268,184,9,CFL,4,Commercial,Winter,4539,10,2555
112,195,13,LED,8,Commercial,Monsoon,2187,5,2047
399,11,8,CFL,7,Commercial,Monsoon,3626,10,2620
169,65,5,CFL,6,Commercial,Winter,5957,2,1406
145,131,6,LED,7,Domestic,Monsoon,5521,3,1555
363,73,7,LED,7,Commercial,Winter,2701,1,2564
576,192,15,Bulb,7,Domestic,Monsoon,3011,4,4565
399,195,14,Bulb,9,Commercial,Winter,3743,6,3594
167,171,14,LED,10,Domestic,Winter,4833,7,2321
214,100,15,LED,2,Commercial,Monsoon,3890,2,2405
280,102,9,LED,3,Commercial,Winter,2125,4,2358
254,128,10,Bulb,9,Domestic,Summer,4489,9,2372
501,158,8,LED,6,Domestic,Winter,2950,9,3610
328,112,13,CFL,4,Domestic,Winter,5359,3,2900
575,106,7,CFL,8,Commercial,Summer,5394,1,3763
97,86,3,Bulb,7,Domestic,Monsoon,506,2,969
543,15,2,Bulb,4,Domestic,Winter,2822,7,2982
350,183,3,Bulb,2,Commercial,Summer,1031,3,2581
352,73,12,Bulb,8,Commercial,Winter,5241,4,2836
485,115,7,CFL,8,Commercial,Summer,4358,10,3326
439,156,8,LED,7,Domestic,Monsoon,4188,3,3284
262,127,5,CFL,5,Domestic,Summer,5890,1,2081
392,68,14,Bulb,8,Domestic,Monsoon,3705,3,3158
172,159,5,CFL,3,Commercial,Monsoon,949,9,1717
408,64,12,CFL,10,Domestic,Monsoon,2318,2,3097
64,41,12,CFL,6,Domestic,Summer,3583,9,1248
320,21,9,LED,10,Domestic,Monsoon,2487,10,2310
180,85,5,Bulb,6,Domestic,Monsoon,5785,2,1525
174,183,2,Bulb,8,Domestic,Monsoon,2136,1,1606
65,175,7,LED,10,Commercial,Summer,5401,5,1347
544,100,10,Bulb,9,Domestic,Winter,1013,5,3781
407,49,6,CFL,5,Domestic,Summer,1043,3,2650
98,151,10,Bulb,6,Domestic,Winter,5138,4,1638
436,79,12,Bulb,6,Domestic,Winter,1746,2,3288
502,127,9,CFL,10,Commercial,Winter,4672,1,3583
492,20,10,CFL,7,Commercial,Monsoon,557,1,3260
534,200,6,Bulb,5,Commercial,Summer,1243,5,3782
581,15,13,Bulb,7,Commercial,Summer,2731,6,3901
245,63,10,Bulb,9,Commercial,Monsoon,4723,3,2120
566,144,5,CFL,8,Commercial,Summer,1387,4,3705
216,85,8,LED,9,Domestic,Summer,4233,6,1908
96,109,7,LED,5,Domestic,Monsoon,1218,9,1299
374,177,12,Bulb,9,Commercial,Summer,1197,8,3277
456,81,14,LED,9,Domestic,Winter,3343,6,3529
505,44,7,LED,5,Domestic,Monsoon,3509,4,3206
563,29,14,CFL,7,Domestic,Winter,1775,4,3918
503,33,8,Bulb,6,Domestic,Monsoon,3854,2,3227
339,149,9,LED,3,Commercial,Summer,2224,9,2811
247,61,10,LED,4,Domestic,Summer,3266,2,2124
447,114,11,LED,10,Commercial,Winter,2629,5,3390
350,47,5,CFL,5,Commercial,Monsoon,5662,9,2284
208,17,12,Bulb,10,Domestic,Summer,760,5,1916
247,81,15,LED,10,Domestic,Summer,3285,3,2516
72,143,9,LED,5,Commercial,Winter,2171,5,1413
265,152,7,Bulb,5,Domestic,Winter,4579,5,2307
325,40,11,CFL,3,Commercial,Summer,3493,10,2527
556,75,7,LED,7,Commercial,Winter,2530,1,3567
351,11,3,CFL,7,Domestic,Monsoon,1463,3,2044
329,66,14,Bulb,5,Domestic,Monsoon,1038,9,2826
250,97,11,Bulb,8,Domestic,Monsoon,4113,2,2319
476,59,3,LED,2,Domestic,Winter,4399,5,2841
464,52,12,LED,6,Commercial,Summer,5262,1,3348
213,72,6,CFL,9,Domestic,Winter,2755,7,1721
524,134,3,LED,6,Domestic,Winter,5700,9,3325
310,62,12,LED,7,Domestic,Winter,5698,3,2584
467,107,10,Bulb,5,Commercial,Winter,1138,4,3405
221,50,6,Bulb,8,Domestic,Winter,2429,5,1693
435,111,8,Bulb,9,Domestic,Winter,5698,7,3121
372,23,4,Bulb,5,Commercial,Monsoon,4513,2,2256
56,88,15,Bulb,4,Commercial,Summer,900,2,1552
113,184,12,Bulb,9,Commercial,Winter,3858,5,1951
110,145,6,Bulb,5,Commercial,Winter,5578,6,1419
476,51,4,CFL,10,Domestic,Summer,4841,1,2881
388,40,14,Bulb,7,Domestic,Summer,1115,8,3049
291,88,3,LED,3,Commercial,Summer,5915,2,1977
448,118,11,CFL,3,Domestic,Monsoon,1864,9,3408
440,84,13,CFL,5,Commercial,Monsoon,3196,9,3391
271,89,8,Bulb,8,Commercial,Winter,4396,8,2205
282,193,14,Bulb,5,Domestic,Winter,2608,7,2984
429,118,11,LED,9,Domestic,Summer,672,8,3310
543,145,11,CFL,3,Domestic,Winter,1916,10,3983
211,142,8,CFL,6,Domestic,Monsoon,619,9,2062
514,172,3,LED,3,Commercial,Winter,5483,6,3393
335,175,4,Bulb,8,Commercial,Summer,5684,8,2544
489,172,8,Bulb,4,Commercial,Monsoon,5727,4,3592
240,99,5,Bulb,9,Domestic,Winter,4408,6,1879
471,83,3,CFL,5,Domestic,Monsoon,1764,4,2891
217,128,8,Bulb,2,Domestic,Summer,3104,9,2049
387,193,13,Bulb,3,Commercial,Monsoon,1307,1,3460
208,143,2,CFL,8,Commercial,Winter,2624,9,1656
98,125,3,LED,6,Commercial,Monsoon,843,4,1097
237,91,5,CFL,9,Commercial,Monsoon,4216,3,1839
510,80,12,Bulb,8,Commercial,Winter,4237,10,3674
170,57,10,LED,7,Commercial,Summer,3845,1,1714
54,66,8,Bulb,9,Domestic,Monsoon,5639,5,1012
507,131,10,Bulb,8,Commercial,Summer,4695,1,3688
328,165,11,Bulb,5,Commercial,Summer,1046,10,2936
53,12,3,Bulb,8,Domestic,Monsoon,1477,8,508
530,11,4,Bulb,2,Domestic,Summer,3613,9,3034
123,126,14,Bulb,2,Domestic,Monsoon,4979,4,1952
222,183,13,Bulb,7,Commercial,Monsoon,3483,1,2577
206,152,6,CFL,8,Commercial,Summer,1745,9,1937
304,142,14,Bulb,7,Domestic,Summer,3920,7,2937
385,121,13,Bulb,7,Commercial,Monsoon,5874,10,3223
250,23,9,LED,6,Commercial,Monsoon,2755,9,1954
277,70,14,LED,8,Commercial,Summer,5701,5,2570
77,30,4,CFL,5,Domestic,Summer,1314,6,754
580,135,14,Bulb,2,Domestic,Winter,895,1,4340
267,100,9,CFL,3,Domestic,Summer,4716,5,2285
569,61,9,CFL,8,Domestic,Monsoon,973,5,3721
108,186,14,Bulb,6,Commercial,Summer,882,8,2063
157,48,6,LED,8,Commercial,Winter,2294,1,1356
233,103,10,Bulb,3,Domestic,Monsoon,1154,8,2184
405,42,15,Bulb,6,Commercial,Winter,4990,7,3209
451,39,4,CFL,7,Commercial,Monsoon,1649,1,2714
338,99,8,CFL,3,Commercial,Summer,1030,7,2583
536,122,2,Bulb,7,Domestic,Winter,3149,7,3283
86,103,6,Bulb,4,Commercial,Summer,4751,4,1162
405,54,6,LED,8,Commercial,Summer,1007,4,2655
428,39,7,LED,10,Domestic,Monsoon,2046,6,2793
437,117,10,Bulb,4,Domestic,Monsoon,4456,8,3282
340,17,4,LED,4,Domestic,Monsoon,2628,6,2072
589,135,6,CFL,2,Domestic,Summer,1436,1,3861
439,140,8,LED,7,Commercial,Summer,5044,6,3233
473,180,6,CFL,2,Commercial,Monsoon,3577,10,3404
346,187,8,CFL,2,Commercial,Monsoon,5841,6,2901
300,43,6,LED,8,Domestic,Monsoon,5308,9,2078
437,92,12,LED,6,Domestic,Monsoon,5415,7,3335
385,200,12,CFL,6,Domestic,Monsoon,4899,2,3406
468,169,4,Bulb,7,Domestic,Monsoon,5571,3,3212
181,137,4,Bulb,10,Domestic,Monsoon,5598,5,1629
173,32,13,LED,9,Domestic,Winter,2138,9,1848
334,127,9,Bulb,10,Commercial,Monsoon,2370,6,2716
298,125,4,LED,2,Commercial,Monsoon,5355,3,2195
377,192,12,Bulb,8,Domestic,Winter,1415,7,3340
293,26,3,LED,6,Commercial,Winter,2735,9,1792
421,34,2,LED,8,Domestic,Winter,5997,6,2412
498,194,3,Bulb,6,Commercial,Summer,670,10,3380
63,133,14,Bulb,8,Domestic,Winter,2850,9,1664
173,46,6,CFL,4,Commercial,Monsoon,1826,2,1432
164,76,5,LED,6,Commercial,Winter,855,1,1414
442,24,11,Bulb,6,Commercial,Monsoon,4575,6,3080
486,160,3,CFL,3,Commercial,Monsoon,1501,4,3211
228,77,10,LED,4,Domestic,Summer,1761,8,2077
81,96,4,CFL,6,Commercial,Winter,5440,5,983
469,69,10,CFL,3,Domestic,Monsoon,5009,9,3296
526,128,14,CFL,3,Commercial,Monsoon,4929,9,4039
331,26,12,LED,6,Commercial,Monsoon,2472,2,2579
416,102,10,CFL,3,Commercial,Monsoon,1690,7,3126
150,39,3,Bulb,10,Domestic,Monsoon,4290,5,1094
335,57,8,CFL,7,Domestic,Summer,4292,2,2435
311,196,15,CFL,4,Commercial,Monsoon,2059,9,3209
314,72,3,LED,8,Domestic,Winter,2883,3,2045
575,55,12,LED,5,Domestic,Winter,3569,9,3931
146,85,12,LED,3,Commercial,Monsoon,941,6,1810
597,196,13,Bulb,10,Commercial,Winter,5177,10,4554
343,63,14,CFL,8,Commercial,Summer,891,1,2889
225,138,4,CFL,7,Commercial,Winter,3133,7,1859
99,35,15,CFL,8,Domestic,Winter,5573,7,1607
514,175,9,Bulb,9,Domestic,Monsoon,1672,7,3797
537,136,13,CFL,9,Domestic,Summer,4781,1,4055
65,140,14,Bulb,9,Commercial,Monsoon,5224,2,1696
54,166,12,LED,3,Domestic,Summer,1218,6,1590
212,35,6,Bulb,4,Commercial,Monsoon,2574,1,1599
537,126,4,CFL,2,Commercial,Monsoon,5743,5,3433
53,76,2,CFL,8,Commercial,Winter,2581,1,644
194,53,6,CFL,9,Domestic,Winter,2810,10,1563
489,47,6,LED,7,Domestic,Monsoon,3450,1,3067
233,177,12,CFL,7,Domestic,Winter,3917,2,2549
251,176,11,LED,4,Commercial,Summer,3507,1,2573
176,124,5,Bulb,10,Commercial,Monsoon,1959,7,1628
344,20,5,Bulb,8,Commercial,Monsoon,5132,5,2168
356,193,15,Bulb,3,Domestic,Winter,5224,1,3432
158,12,8,LED,3,Commercial,Winter,1699,4,1379
119,103,11,LED,8,Domestic,Summer,5034,5,1661
366,163,9,CFL,4,Domestic,Summer,720,6,2995
439,127,14,CFL,7,Commercial,Summer,5928,4,3587
487,190,6,CFL,3,Domestic,Winter,4505,2,3507
128,156,3,LED,3,Commercial,Winter,5575,2,1349
112,164,13,Bulb,9,Domestic,Winter,1237,6,1949
72,184,4,CFL,3,Commercial,Monsoon,3959,7,1214
85,178,6,LED,2,Domestic,Summer,3145,4,1394
166,104,10,Bulb,8,Domestic,Monsoon,4737,5,1842
219,23,3,LED,8,Commercial,Monsoon,5637,8,1400
149,99,2,CFL,6,Domestic,Winter,4226,3,1212
519,27,7,Bulb,4,Domestic,Monsoon,882,10,3225
210,146,14,Bulb,6,Domestic,Winter,1187,7,2464
368,190,3,CFL,9,Domestic,Monsoon,5453,9,2696
82,186,13,CFL,8,Commercial,Winter,3812,10,1863
341,51,15,CFL,7,Domestic,Monsoon,2415,5,2907
335,163,12,Bulb,10,Commercial,Summer,4348,5,3032
595,14,2,LED,2,Domestic,Monsoon,3823,4,3248
573,142,7,CFL,10,Domestic,Winter,1017,9,3866
299,75,11,CFL,9,Domestic,Winter,1198,3,2503
551,117,4,Bulb,4,Commercial,Summer,2962,6,3477
206,140,3,CFL,5,Commercial,Monsoon,4097,8,1702
172,59,15,CFL,6,Commercial,Summer,5690,9,2059
377,98,5,Bulb,6,Commercial,Monsoon,2676,5,2584
541,33,3,CFL,10,Commercial,Summer,3823,6,3094
201,44,4,LED,5,Commercial,Monsoon,2737,2,1439
66,108,6,Bulb,6,Domestic,Winter,5067,7,1075
258,119,3,Bulb,6,Commercial,Monsoon,3954,2,1904
205,164,13,Bulb,3,Domestic,Winter,4856,7,2429
544,151,9,CFL,2,Domestic,Summer,1161,9,3876
205,39,8,Bulb,6,Domestic,Summer,3046,3,1707
170,167,13,LED,6,Domestic,Monsoon,1148,1,2258
435,68,8,CFL,4,Domestic,Winter,1921,7,2986
486,98,12,CFL,3,Domestic,Monsoon,2111,5,3607
326,151,2,LED,3,Commercial,Winter,5743,4,2290
528,200,8,LED,4,Domestic,Monsoon,3198,7,3882
172,158,12,Bulb,7,Domestic,Summer,2195,9,2174
188,110,5,LED,4,Commercial,Monsoon,5505,9,1646
577,128,5,LED,7,Domestic,Monsoon,2352,8,3711
77,72,12,LED,6,Domestic,Monsoon,857,5,1412
485,155,6,Bulb,4,Commercial,Winter,3982,2,3387
147,155,12,LED,7,Domestic,Summer,1603,8,2036
224,165,13,LED,10,Commercial,Monsoon,5815,9,2530
580,70,2,LED,7,Commercial,Monsoon,3050,4,3347
553,20,5,CFL,10,Commercial,Monsoon,5905,6,3247
308,183,12,CFL,10,Domestic,Monsoon,1985,8,2955
413,138,6,LED,6,Domestic,Summer,1554,4,2961
358,195,13,CFL,6,Domestic,Monsoon,5554,5,3317
406,81,7,Bulb,9,Commercial,Winter,2505,6,2811
294,108,15,LED,8,Commercial,Monsoon,4866,2,2844
358,24,6,CFL,5,Domestic,Monsoon,4213,5,2318
99,38,10,CFL,6,Domestic,Summer,3143,7,1288
351,121,4,CFL,8,Commercial,Winter,5328,5,2456
319,180,11,Bulb,2,Commercial,Winter,2011,7,2937
354,175,9,Bulb,3,Commercial,Summer,2816,3,2970
273,21,7,CFL,9,Domestic,Monsoon,960,10,1935
177,156,6,LED,8,Commercial,Monsoon,5365,4,1799
567,96,13,Bulb,9,Commercial,Monsoon,5337,2,4084
458,133,13,CFL,7,Commercial,Monsoon,1514,8,3638
499,51,15,CFL,8,Domestic,Monsoon,914,7,3723
525,22,4,Bulb,4,Commercial,Winter,4770,8,3043
430,146,2,Bulb,9,Domestic,Winter,1457,8,2812
197,29,4,LED,7,Commercial,Monsoon,2809,8,1371
118,94,4,CFL,7,Domestic,Winter,3158,7,1168
368,80,10,Bulb,6,Domestic,Winter,812,5,2809
97,182,12,Bulb,7,Commercial,Monsoon,4942,8,1862
148,153,12,Bulb,9,Domestic,Summer,4799,8,2034
550,52,8,LED,6,Commercial,Monsoon,5319,1,3529
250,107,7,Bulb,7,Domestic,Summer,1615,10,2088
149,74,15,LED,4,Commercial,Summer,3054,8,1988
405,169,14,Bulb,10,Domestic,Summer,1043,7,3543
274,191,15,Bulb,2,Domestic,Winter,5203,1,3002
475,126,7,LED,5,Domestic,Winter,2888,3,3310
484,114,2,Bulb,10,Domestic,Summer,3653,9,2990
515,156,14,CFL,2,Domestic,Winter,1639,7,4071
216,153,12,LED,5,Commercial,Winter,1436,4,2386
476,179,2,CFL,3,Domestic,Monsoon,4998,1,3153
107,112,13,Bulb,8,Domestic,Summer,3906,10,1759
91,39,3,CFL,8,Commercial,Winter,3167,1,789
350,121,7,Bulb,6,Domestic,Winter,4925,3,2648
369,115,6,Bulb,8,Domestic,Winter,4439,7,2662
313,53,3,CFL,2,Commercial,Monsoon,5326,7,1980
315,30,6,LED,4,Commercial,Summer,4206,7,2115
586,93,4,Bulb,2,Commercial,Summer,3047,2,3582
407,119,6,CFL,8,Domestic,Winter,3607,10,2871
138,174,13,LED,10,Commercial,Monsoon,3289,10,2115
105,40,7,Bulb,4,Domestic,Summer,3759,5,1128
152,195,13,Bulb,7,Domestic,Summer,2337,5,2253
155,164,6,Bulb,9,Domestic,Summer,2091,2,1711
501,156,12,CFL,5,Domestic,Monsoon,3991,8,3867
268,15,11,CFL,4,Commercial,Winter,1836,10,2153
117,23,9,Bulb,3,Domestic,Monsoon,5921,2,1268
344,57,15,CFL,4,Domestic,Winter,4807,1,2941
526,77,5,LED,9,Domestic,Winter,1508,7,3287
581,54,7,CFL,8,Commercial,Summer,5678,8,3630
330,55,13,CFL,6,Commercial,Summer,2222,3,2731
99,129,4,LED,2,Domestic,Winter,4048,8,1180
353,106,7,CFL,4,Commercial,Summer,1398,3,2616
61,19,15,CFL,5,Commercial,Winter,5123,9,1360
60,57,10,Bulb,8,Commercial,Monsoon,1172,2,1146
364,167,7,LED,2,Commercial,Winter,4145,1,2865
232,28,9,Bulb,8,Domestic,Winter,937,8,1877
260,78,10,Bulb,9,Commercial,Monsoon,2001,7,2245
491,158,6,LED,4,Commercial,Monsoon,1583,9,3427
209,137,6,LED,7,Domestic,Winter,4634,3,1905
84,116,5,LED,3,Commercial,Winter,3569,4,1127
458,26,13,Bulb,6,Commercial,Monsoon,3949,10,3301
575,60,7,Bulb,4,Commercial,Monsoon,3542,2,3618
289,139,4,CFL,5,Domestic,Summer,3547,1,2193
168,31,10,CFL,3,Commercial,Monsoon,1442,7,1622
87,139,10,Bulb,10,Domestic,Winter,1122,7,1544
570,85,9,LED,2,Domestic,Summer,1998,2,3802
210,121,7,CFL,2,Commercial,Monsoon,3112,2,1925
324,120,4,CFL,2,Domestic,Winter,5180,7,2314
179,168,5,CFL,4,Commercial,Monsoon,3957,9,1782
330,70,12,Bulb,3,Commercial,Winter,3034,2,2713
172,139,9,Bulb,10,Commercial,Monsoon,2335,3,1917
561,21,5,LED,9,Domestic,Monsoon,3498,6,3291
391,152,7,CFL,8,Commercial,Monsoon,1359,3,2958
460,59,3,CFL,10,Commercial,Monsoon,798,2,2758
406,44,3,CFL,3,Commercial,Summer,3046,4,2432
307,27,12,LED,5,Commercial,Monsoon,749,9,2458
307,191,12,LED,7,Commercial,Monsoon,2161,7,2975
380,101,13,LED,2,Domestic,Monsoon,4028,5,3134
275,125,8,LED,4,Domestic,Winter,1737,1,2339
314,27,8,Bulb,3,Domestic,Monsoon,3604,2,2232
353,125,7,Bulb,4,Domestic,Monsoon,5044,10,2676
564,72,2,Bulb,7,Commercial,Summer,4795,10,3270
250,156,13,CFL,8,Commercial,Monsoon,3170,8,2636
570,156,14,LED,10,Domestic,Summer,5821,4,4355
375,22,14,Bulb,3,Commercial,Winter,5659,7,2925
333,43,10,Bulb,4,Domestic,Summer,1082,3,2512
569,179,15,CFL,7,Domestic,Summer,5292,10,4488
70,93,2,LED,7,Commercial,Winter,4116,6,786
419,19,3,Bulb,8,Domestic,Monsoon,3160,8,2420
554,161,14,CFL,4,Commercial,Winter,4077,9,4288
547,22,13,LED,5,Domestic,Winter,4228,6,3748
349,146,7,Bulb,6,Commercial,Winter,4704,7,2722
259,125,11,LED,8,Commercial,Monsoon,3944,8,2454
577,119,7,Bulb,10,Domestic,Winter,1529,9,3814
166,105,10,LED,3,Domestic,Monsoon,5088,4,1845
444,30,7,CFL,6,Domestic,Winter,5230,9,2847
80,59,9,CFL,10,Domestic,Summer,5201,3,1190
472,187,9,CFL,2,Domestic,Summer,3362,8,3618
339,136,6,LED,3,Commercial,Winter,5958,3,2573
547,94,12,LED,3,Commercial,Summer,5455,6,3909
488,193,13,Bulb,7,Domestic,Winter,2930,1,3982
540,99,4,Bulb,4,Domestic,Monsoon,3948,8,3363
239,155,12,Bulb,6,Commercial,Winter,2976,7,2511
269,14,10,LED,3,Commercial,Winter,2418,9,2090
271,125,2,CFL,3,Commercial,Summer,1754,6,1924
472,196,13,CFL,8,Domestic,Winter,3217,10,3909
91,177,6,CFL,8,Commercial,Winter,3189,8,1421
406,148,15,CFL,6,Commercial,Monsoon,3831,8,3548
480,30,8,CFL,7,Domestic,Monsoon,5721,3,3098
81,198,9,Bulb,8,Domestic,Monsoon,1778,3,1633
370,29,11,Bulb,4,Commercial,Winter,1674,5,2724
440,141,2,Bulb,7,Commercial,Summer,5217,10,2848
137,40,12,Bulb,9,Domestic,Summer,721,5,1621
426,195,8,LED,5,Commercial,Summer,1243,10,3340
150,137,13,LED,10,Commercial,Winter,5347,6,2060
366,23,7,LED,3,Domestic,Monsoon,2597,9,2422
407,178,5,Bulb,4,Domestic,Winter,1908,10,2991
123,49,15,LED,5,Commercial,Summer,3345,7,1775
107,148,15,CFL,8,Commercial,Winter,2549,6,2004
257,48,8,Bulb,6,Commercial,Monsoon,5691,4,2004
453,162,11,CFL,8,Domestic,Monsoon,3752,1,3572
127,70,6,Bulb,10,Domestic,Monsoon,5199,4,1270
133,149,12,LED,10,Domestic,Summer,2439,5,1944
431,29,12,LED,6,Domestic,Summer,3949,8,3105
363,130,12,LED,4,Domestic,Winter,5501,9,3072
427,23,4,Bulb,5,Commercial,Monsoon,5758,7,2540
413,65,14,CFL,2,Domestic,Summer,5638,3,3257
445,52,10,LED,2,Commercial,Winter,1655,1,3118
491,56,5,CFL,5,Domestic,Winter,5096,1,3040
373,181,2,CFL,6,Commercial,Summer,1101,4,2628
578,99,2,LED,7,Domestic,Monsoon,1758,3,3428
570,40,7,CFL,5,Domestic,Winter,1824,3,3529
326,98,13,Bulb,7,Commercial,Winter,1743,1,2846
272,16,14,CFL,3,Commercial,Monsoon,3762,10,2374
515,34,13,CFL,7,Domestic,Summer,4767,2,3620
511,33,10,CFL,9,Domestic,Monsoon,2832,8,3399
239,131,9,LED,8,Domestic,Winter,1933,4,2238
579,72,10,CFL,8,Domestic,Summer,648,5,3873
256,196,5,LED,8,Domestic,Monsoon,5880,8,2268
262,43,15,Bulb,3,Commercial,Monsoon,5908,9,2474
229,45,6,Bulb,6,Domestic,Winter,4518,4,1718
266,46,8,CFL,9,Domestic,Summer,4523,7,2044
305,43,6,LED,2,Commercial,Monsoon,4712,7,2104
119,145,12,LED,4,Commercial,Monsoon,1663,4,1859
180,180,15,CFL,2,Domestic,Summer,2112,8,2482
358,68,15,LED,3,Domestic,Monsoon,1193,7,3048
377,13,4,LED,8,Commercial,Summer,3550,8,2250
502,104,13,CFL,8,Commercial,Summer,3721,2,3774
353,116,9,Bulb,6,Commercial,Monsoon,5408,5,2779
255,178,7,CFL,3,Commercial,Monsoon,4772,9,2337
138,19,9,Bulb,6,Commercial,Monsoon,2855,8,1363
479,69,8,LED,3,Commercial,Monsoon,4037,8,3216
450,165,15,LED,9,Domestic,Winter,5903,3,3829
598,168,6,Bulb,4,Commercial,Monsoon,2596,4,4011
325,51,6,LED,8,Domestic,Monsoon,2307,2,2233
127,140,5,Bulb,8,Commercial,Monsoon,5581,9,1425
328,136,9,LED,2,Commercial,Monsoon,4693,2,2713
435,104,12,LED,10,Commercial,Winter,1818,6,3362
234,89,5,Bulb,6,Commercial,Winter,2369,9,1817
426,115,3,Bulb,2,Domestic,Monsoon,1557,9,2759
545,48,8,LED,2,Domestic,Monsoon,5726,6,3491
409,194,14,CFL,8,Domestic,Winter,5416,5,3643
546,111,3,CFL,8,Domestic,Monsoon,1194,5,3366
539,192,10,Bulb,10,Domestic,Winter,3147,3,4045
422,129,14,CFL,9,Commercial,Winter,3037,10,3505
333,193,12,CFL,3,Domestic,Monsoon,5504,7,3116
111,64,10,Bulb,3,Domestic,Monsoon,5112,5,1431
133,122,8,Bulb,8,Domestic,Summer,3041,5,1596
134,36,3,CFL,6,Domestic,Summer,5780,8,1002
483,37,7,Bulb,4,Commercial,Summer,5330,3,3070
78,68,9,LED,5,Domestic,Monsoon,2459,3,1208
477,57,10,CFL,6,Domestic,Winter,3319,2,3299
212,79,2,CFL,6,Commercial,Summer,3764,10,1475
63,32,6,Bulb,5,Domestic,Summer,4109,3,820
64,191,14,LED,9,Domestic,Summer,1376,6,1852
232,132,2,LED,10,Domestic,Summer,2857,1,1745
243,200,3,LED,4,Domestic,Monsoon,2727,8,2082
251,77,6,Bulb,2,Domestic,Summer,4059,8,1933
338,122,11,CFL,3,Commercial,Monsoon,4440,6,2852
508,150,14,Bulb,3,Domestic,Summer,3617,2,4015
248,51,9,LED,10,Domestic,Summer,2579,6,2032
202,37,2,Bulb,7,Domestic,Summer,2341,10,1291
180,199,14,Bulb,5,Commercial,Summer,1173,2,2476
197,26,4,Bulb,5,Commercial,Monsoon,5257,8,1362
326,161,5,Bulb,2,Domestic,Winter,1440,10,2519
427,196,14,LED,3,Commercial,Monsoon,2938,9,3742
96,18,4,CFL,3,Commercial,Winter,4293,7,815
280,36,9,CFL,9,Domestic,Summer,5208,7,2150
155,167,6,Bulb,4,Commercial,Monsoon,3005,10,1720
375,54,3,Bulb,2,Commercial,Summer,5982,2,2303
101,83,8,Bulb,5,Domestic,Monsoon,2172,4,1308
210,39,15,LED,4,Domestic,Monsoon,1614,4,2192
511,78,5,CFL,7,Commercial,Summer,3039,6,3213
556,128,8,Bulb,10,Domestic,Monsoon,1543,7,3800
567,32,13,LED,7,Domestic,Summer,2884,3,3883
239,82,15,Bulb,2,Domestic,Monsoon,751,4,2478
121,138,10,Bulb,6,Commercial,Summer,2424,2,1716
473,199,10,CFL,7,Domestic,Summer,1051,10,3726
473,174,10,LED,5,Domestic,Monsoon,3907,2,3648
224,159,7,CFL,3,Commercial,Monsoon,5861,4,2117
495,96,10,Bulb,9,Commercial,Winter,5316,7,3515
534,151,10,CFL,7,Commercial,Monsoon,1072,5,3890
239,164,12,Bulb,4,Commercial,Winter,4428,5,2539
76,110,6,LED,10,Commercial,Summer,4854,5,1133
390,88,10,Bulb,4,Commercial,Monsoon,2330,7,2948
303,15,9,Bulb,7,Domestic,Winter,4049,1,2203
69,165,13,Bulb,5,Domestic,Monsoon,2873,4,1730
277,168,4,Bulb,5,Commercial,Summer,1416,8,2222
539,54,13,CFL,10,Domestic,Monsoon,4802,10,3807
466,43,13,LED,8,Commercial,Winter,5804,8,3396
263,60,4,Bulb,9,Domestic,Monsoon,3471,8,1810
150,24,8,CFL,4,Domestic,Summer,1196,2,1375
54,11,11,LED,3,Domestic,Winter,1783,8,1036
50,53,10,LED,4,Domestic,Summer,4746,1,1082
333,186,14,LED,3,Commercial,Winter,2264,7,3225
138,163,8,CFL,7,Domestic,Summer,1966,1,1751
428,138,3,Bulb,9,Domestic,Monsoon,5294,9,2842
470,187,14,CFL,9,Domestic,Monsoon,1209,1,3936
368,105,8,CFL,2,Domestic,Monsoon,556,8,2756
57,125,15,CFL,6,Commercial,Winter,5594,7,1673
177,180,15,Bulb,4,Domestic,Monsoon,5786,7,2466
381,11,4,CFL,5,Domestic,Summer,1085,5,2265
474,175,7,CFL,10,Domestic,Winter,1806,6,3459
516,116,13,LED,3,Domestic,Monsoon,592,6,3884
439,30,11,CFL,3,Commercial,Summer,3134,1,3084
96,158,8,Bulb,3,Commercial,Summer,1965,1,1519
521,136,3,CFL,5,Domestic,Summer,2925,7,3316
151,75,4,Bulb,7,Domestic,Summer,2848,5,1278
51,63,14,LED,7,Domestic,Winter,1185,1,1381
154,171,13,LED,6,Commercial,Winter,2376,9,2188
256,113,15,LED,6,Domestic,Monsoon,4101,4,2663
223,123,4,LED,3,Commercial,Winter,3709,7,1802
166,52,9,CFL,10,Domestic,Winter,2599,6,1612
167,111,3,Bulb,10,Domestic,Summer,3237,4,1409
289,162,12,LED,4,Commercial,Monsoon,4910,3,2791
439,118,12,Bulb,5,Domestic,Monsoon,3233,10,3427
59,72,15,LED,3,Domestic,Monsoon,3936,10,1517
267,24,10,CFL,10,Domestic,Monsoon,1856,8,2111
422,34,9,LED,4,Domestic,Monsoon,4835,9,2877
271,89,11,CFL,10,Domestic,Summer,3364,3,2402
236,141,13,Bulb,3,Domestic,Monsoon,3194,2,2517
133,118,12,CFL,6,Commercial,Monsoon,2862,5,1847
457,156,11,LED,7,Commercial,Monsoon,773,7,3574
138,74,4,CFL,2,Commercial,Winter,4560,6,1208
579,114,8,Bulb,9,Domestic,Winter,5897,2,3874
65,52,5,CFL,9,Commercial,Monsoon,4061,10,828
387,25,11,LED,7,Commercial,Summer,587,6,2800
559,69,5,LED,4,Commercial,Summer,2468,7,3432
